State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
47,459430,5500,2187,75080,9729180700,3,Yes,Yes,Yes,Yes,Yes,Yes,1225576800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459445,5501,2143,75216,2149418585,3,Yes,Yes,Yes,Yes,No,Yes,1235253600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
47,459457,14,2189,75701,9035264663,3,Yes,Yes,Yes,Yes,Yes,No,1241384400.0,3.5,97.8,61.5,82.8,85.1,86.6,82.1,83.3,14.5,15.6,0.2,99.0,1.1,99.7,"2,038","2,484",82.05,84.49,82.99,85.88,Better Than National Rate,21,"1,280",1.64,3.04,2.40,3.88,Better Than National Rate,160,"1,354",11.82,13.06,11.38,14.96,Worse Than National Rate,1.07,"4,397"
47,459463,5502,2144,75043,8172832100,3,Yes,Yes,Yes,Yes,Yes,Yes,1244322000.0,3.0,99.4,86.4,77.3,90.6,85.3,73.9,75.2,15.7,12.5,0.0,99.9,1.4,100.0,459,632,72.63,77.95,74.58,81.24,Same As National Rate,4,165,2.42,3.54,2.47,4.90,Same As National Rate,51,395,12.91,11.95,9.45,15.00,Same As National Rate,1.15,"1,393"
47,459465,5503,2143,75254,9729949395,3,Yes,Yes,Yes,Yes,Yes,Yes,1244926800.0,2.5,98.7,75.9,70.8,70.7,78.5,76.1,70.8,9.8,12.5,0.7,98.9,0.0,97.6,66,100,66.00,72.00,60.36,80.16,Same As National Rate,3,35,8.57,4.10,2.80,6.08,Same As National Rate,7,57,12.28,10.84,6.45,17.32,Same As National Rate,0.89,340
47,459470,1565,2223,76040,8172680010,3,Yes,Yes,Yes,Yes,Yes,Yes,1252789200.0,2.5,96.7,70.9,72.1,72.9,77.8,76.0,77.6,17.5,7.6,0.2,88.7,0.2,99.3,133,224,59.38,64.20,58.05,69.84,Worse Than National Rate,5,55,9.09,4.35,2.93,6.22,Same As National Rate,13,139,9.35,9.62,6.55,13.69,Same As National Rate,1.06,439
47,459471,1828,2195,77701,4098352828,3,Yes,Yes,Yes,Yes,Yes,Yes,1253394000.0,3.5,95.3,67.1,85.4,85.5,90.0,86.0,77.5,9.8,14.9,0.9,98.9,1.5,97.4,115,156,73.72,82.73,74.80,89.74,Same As National Rate,0,58,0.00,3.57,2.50,5.33,Same As National Rate,12,92,13.04,10.90,7.48,16.05,Same As National Rate,0.99,507
47,459472,5504,2143,75247,2142671707,3,Yes,Yes,Yes,Yes,Yes,Yes,1254430800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459477,5505,2149,79902,9155870074,3,Yes,Yes,Yes,Yes,Yes,Yes,1256940000.0,2.0,98.1,96.2,71.5,68.5,76.7,71.4,64.9,-,-,0.0,99.5,1.4,97.2,71,79,89.87,89.73,81.42,94.35,Better Than National Rate,1,20,5.00,3.90,2.67,5.54,Same As National Rate,4,34,11.76,10.18,6.40,16.17,Same As National Rate,0.90,300
47,459478,5506,2149,79903,9158452211,3,Yes,Yes,Yes,Yes,Yes,Yes,1259877600.0,1.5,95.1,98.7,29.7,23.7,35.1,43.5,20.3,18.6,8.3,0.0,8.5,0.0,63.9,138,192,71.88,70.60,64.31,75.95,Worse Than National Rate,0,43,0.00,3.68,2.56,5.25,Same As National Rate,5,94,5.32,9.35,5.56,15.79,Same As National Rate,0.78,313
47,459480,1828,1682,77598,2819907000,3,Yes,Yes,Yes,Yes,Yes,Yes,1264716000.0,3.5,83.4,51.7,83.8,86.5,90.5,88.6,88.2,15.4,11.4,1.3,94.0,0.9,98.6,111,158,70.25,79.60,71.32,86.54,Same As National Rate,3,75,4.00,3.87,2.72,5.54,Same As National Rate,16,95,16.84,12.61,8.74,18.58,Same As National Rate,1.07,426
47,459482,5507,2163,79106,8063551899,3,Yes,Yes,Yes,Yes,Yes,Yes,1265407200.0,5.0,99.6,64.0,100.0,100.0,100.0,91.6,100.0,15.2,11.7,0.0,97.0,0.6,92.5,464,669,69.36,78.61,74.80,81.70,Same As National Rate,7,340,2.06,3.27,2.35,4.56,Same As National Rate,64,408,15.69,12.30,9.98,14.99,Same As National Rate,1.05,"2,371"
47,459485,5508,2149,79925,9157571373,3,Yes,Yes,Yes,Yes,Yes,Yes,1267740000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459486,5509,2224,78572,9565857266,3,Yes,Yes,Yes,Yes,Yes,No,1269810000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.52,39
47,459488,5510,2145,78240,3619377887,3,Yes,Yes,Yes,Yes,Yes,Yes,1272661200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,459496,15,2167,79424,8067843838,3,Yes,Yes,Yes,Yes,Yes,Yes,1280610000.0,3.5,99.4,79.4,81.0,79.7,91.1,75.6,83.8,11.1,9.2,0.8,99.6,2.0,99.1,322,418,77.03,80.66,76.37,84.43,Same As National Rate,0,96,0.00,3.38,2.32,4.57,Same As National Rate,30,251,11.95,13.24,9.89,17.82,Same As National Rate,1.06,"1,119"
47,673100,5511,2161,77450,2818297211,3,Yes,Yes,Yes,Yes,Yes,Yes,1419717600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673108,5512,2143,75238,9729820192,3,Yes,Yes,Yes,Yes,Yes,Yes,1420840800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673110,5513,2157,78550,9564123337,3,Yes,Yes,Yes,Yes,No,No,1420840800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673111,230,2145,78216,2105410131,3,Yes,Yes,Yes,Yes,Yes,Yes,1421532000.0,2.0,95.8,74.9,69.1,76.5,79.3,73.1,66.9,19.7,11.3,1.5,97.8,1.0,100.0,134,176,76.14,79.24,72.99,84.86,Same As National Rate,3,93,3.23,3.93,2.70,5.74,Same As National Rate,5,69,7.25,9.14,5.52,14.03,Same As National Rate,0.86,243
47,673115,5514,2195,77706,4098999979,3,Yes,Yes,Yes,Yes,No,Yes,1421618400.0,5.0,99.7,55.3,100.0,98.4,95.9,93.5,97.1,12.4,11.8,0.0,99.6,1.5,100.0,482,672,71.73,80.60,76.61,84.06,Better Than National Rate,7,282,2.48,3.44,2.46,4.72,Same As National Rate,58,399,14.54,11.29,8.99,14.08,Same As National Rate,1.04,"2,065"
47,673119,5515,2149,79902,9158453900,3,Yes,Yes,Yes,Yes,Yes,Yes,1421964000.0,3.5,99.4,92.0,81.7,84.3,96.1,82.7,82.9,13.3,15.5,0.6,97.5,0.3,100.0,155,196,79.08,84.15,77.72,88.77,Better Than National Rate,2,47,4.26,4.00,2.73,5.88,Same As National Rate,2,91,2.20,6.72,3.93,10.89,Same As National Rate,0.90,266
47,673124,5516,2225,78006,8303312005,3,Yes,Yes,Yes,Yes,Yes,Yes,1423260000.0,3.0,98.9,84.4,77.2,76.7,84.9,89.1,75.8,16.9,12.2,0.2,100.0,1.5,99.3,188,238,78.99,83.74,77.26,88.67,Better Than National Rate,1,80,1.25,3.61,2.42,5.07,Same As National Rate,14,142,9.86,10.42,7.09,15.59,Same As National Rate,0.99,511
47,673127,14,2158,76502,2547737740,3,Yes,Yes,Yes,Yes,Yes,Yes,1423173600.0,4.0,95.9,74.3,89.2,89.0,90.3,77.5,95.0,13.0,12.2,0.2,99.3,1.6,100.0,756,"1,037",72.90,79.41,76.45,82.38,Same As National Rate,13,429,3.03,3.63,2.63,4.93,Same As National Rate,84,582,14.43,12.94,10.97,15.43,Worse Than National Rate,1.13,"3,065"
47,673130,5517,1431,77034,2819229000,3,Yes,Yes,Yes,Yes,Yes,Yes,1423951200.0,2.0,100.0,82.9,59.4,62.4,65.2,47.4,48.6,12.4,17.6,0.0,99.1,0.9,99.1,65,95,68.42,73.12,64.73,82.04,Same As National Rate,0,21,0.00,3.76,2.52,5.54,Same As National Rate,12,73,16.44,13.51,8.70,20.45,Same As National Rate,1.04,360
47,673133,5514,2154,77901,3615764683,3,Yes,Yes,Yes,Yes,Yes,Yes,1424642400.0,4.5,98.6,66.5,100.0,100.0,99.3,93.6,100.0,16.4,17.0,0.0,97.1,0.7,97.4,182,274,66.42,77.07,70.92,83.37,Same As National Rate,3,113,2.65,3.68,2.66,5.15,Same As National Rate,22,124,17.74,12.23,8.93,17.17,Same As National Rate,1.15,621
47,673134,14,1431,77024,7136831021,3,Yes,Yes,Yes,Yes,Yes,Yes,1425160800.0,3.0,85.3,67.0,84.3,81.7,85.1,86.5,81.0,14.2,13.7,0.2,96.8,0.9,96.7,"2,974","3,887",76.51,81.06,79.65,82.33,Better Than National Rate,50,"1,594",3.14,3.82,2.99,4.91,Same As National Rate,215,"1,958",10.98,10.76,9.57,12.08,Same As National Rate,1.10,"5,551"
47,673136,5518,1431,77074,7134847555,3,Yes,Yes,Yes,No,Yes,No,1425160800.0,2.5,100.0,100.0,44.5,45.9,84.1,67.3,78.5,-,-,0.0,100.0,0.0,100.0,26,40,65.00,72.12,56.43,85.28,Same As National Rate,-,-,-,-,-,-,-,5,25,20.00,12.45,6.86,20.76,Same As National Rate,0.70,130
47,673137,5519,2189,75701,9035260443,3,Yes,Yes,Yes,Yes,Yes,Yes,1425506400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
47,673140,5520,1431,77084,8326834355,3,Yes,Yes,Yes,Yes,Yes,Yes,1427320800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673148,5521,684,75551,9037964040,3,Yes,Yes,Yes,Yes,No,Yes,1425679200.0,4.0,97.4,76.5,85.6,97.9,95.5,70.3,89.5,14.9,22.6,0.0,97.9,3.8,99.6,69,94,73.40,74.62,65.03,82.11,Same As National Rate,0,39,0.00,3.70,2.45,5.29,Same As National Rate,9,65,13.85,14.17,8.67,23.10,Same As National Rate,1.06,497
47,673149,5522,2195,77707,4093857744,3,Yes,Yes,Yes,Yes,Yes,Yes,1426456800.0,3.5,99.8,65.1,79.2,82.2,86.0,80.5,75.7,7.7,11.3,1.4,99.2,0.6,93.8,78,102,76.47,80.66,72.02,87.39,Same As National Rate,1,30,3.33,3.89,2.70,5.85,Same As National Rate,6,64,9.38,9.68,6.14,15.18,Same As National Rate,0.94,313
47,673150,5523,1431,77074,7137715667,3,Yes,No,No,No,No,Yes,1425074400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673151,5524,1462,77327,2815927102,3,Yes,Yes,Yes,Yes,Yes,Yes,1426370400.0,5.0,98.2,55.3,100.0,99.0,97.6,95.2,98.9,12.5,8.8,0.0,98.9,0.9,99.5,252,358,70.39,82.54,76.81,87.38,Better Than National Rate,7,186,3.76,3.74,2.70,5.27,Same As National Rate,34,206,16.50,11.28,8.42,14.57,Same As National Rate,1.14,"1,028"
47,673153,5525,1431,77036,7132557246,3,Yes,Yes,Yes,Yes,Yes,No,1425765600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673155,5526,2226,77459,8328864881,3,Yes,Yes,Yes,Yes,Yes,No,1423778400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673159,5527,1431,77071,4092425860,3,Yes,Yes,Yes,Yes,Yes,Yes,1427407200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673160,5528,1431,77096,7137212869,3,Yes,Yes,Yes,Yes,Yes,No,1425074400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673161,20,2227,77573,2813324147,1,Yes,Yes,Yes,Yes,Yes,Yes,1426111200.0,4.5,99.1,67.4,92.5,92.2,93.5,94.0,88.3,15.9,14.7,0.0,99.3,0.7,98.8,188,263,71.48,82.06,75.54,87.90,Same As National Rate,4,96,4.17,3.85,2.72,5.57,Same As National Rate,21,176,11.93,9.02,6.60,12.20,Same As National Rate,1.22,435
47,673162,5529,2150,77477,2814884663,3,Yes,Yes,Yes,Yes,Yes,Yes,1426716000.0,2.5,97.3,81.1,71.7,72.5,80.9,81.7,75.2,13.2,12.9,0.3,99.5,1.0,99.9,483,777,62.16,70.57,66.92,74.20,Worse Than National Rate,11,341,3.23,3.62,2.62,4.96,Same As National Rate,61,434,14.06,11.17,9.02,13.86,Same As National Rate,1.03,"1,489"
47,673165,5530,2189,75701,9035093374,3,Yes,Yes,Yes,Yes,Yes,Yes,1426975200.0,3.0,100.0,84.6,82.3,75.4,90.4,74.4,80.8,17.4,7.4,0.0,100.0,0.0,100.0,58,79,73.42,78.66,68.23,87.13,Same As National Rate,1,21,4.76,3.94,2.64,5.66,Same As National Rate,5,38,13.16,11.29,6.43,18.52,Same As National Rate,1.19,159
47,673168,5531,2219,75116,2144673880,3,Yes,Yes,Yes,Yes,Yes,Yes,1426802400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673169,5532,2228,78572,9563163627,3,Yes,Yes,Yes,Yes,Yes,Yes,1426802400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673178,5533,2196,78596,9562622401,3,Yes,Yes,Yes,Yes,Yes,Yes,1427580000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673183,5534,1670,75181,4696826340,3,Yes,Yes,Yes,Yes,Yes,Yes,1428094800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673184,5535,2229,75098,9724290057,3,Yes,Yes,Yes,Yes,Yes,Yes,1428181200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673185,5536,2230,77379,2812057948,3,Yes,Yes,Yes,Yes,Yes,Yes,1428008400.0,3.5,100.0,78.8,82.8,85.7,84.4,81.5,73.0,13.4,13.0,0.0,99.4,1.2,100.0,108,212,50.94,58.68,50.97,65.26,Worse Than National Rate,3,47,6.38,4.06,2.68,5.99,Same As National Rate,41,162,25.31,16.88,12.50,20.93,Worse Than National Rate,1.12,"1,547"
47,673186,5537,2161,77450,2816020800,3,Yes,Yes,Yes,Yes,Yes,Yes,1427662800.0,3.0,97.1,66.1,76.8,74.8,79.2,80.0,74.4,8.5,10.1,0.0,89.8,0.9,100.0,198,328,60.37,66.28,60.65,72.07,Worse Than National Rate,7,113,6.19,4.12,2.91,5.83,Same As National Rate,26,198,13.13,11.13,8.40,14.71,Same As National Rate,0.99,818
47,673189,5538,1670,75150,2145031700,3,Yes,Yes,Yes,No,Yes,Yes,1428786000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673193,5539,1431,77069,7139950675,3,Yes,Yes,No,Yes,Yes,No,1428181200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
47,673194,5540,2143,75228,2143217600,3,Yes,Yes,Yes,Yes,Yes,Yes,1428267600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673195,5541,1670,75150,9722226746,3,Yes,Yes,Yes,Yes,Yes,Yes,1428008400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,673199,5542,2191,78332,3616643484,3,Yes,Yes,Yes,Yes,Yes,Yes,1429218000.0,2.5,99.3,66.2,70.6,60.5,71.7,60.5,70.0,13.6,9.3,0.0,97.9,0.0,100.0,196,424,46.23,55.34,49.54,60.92,Worse Than National Rate,4,97,4.12,3.75,2.77,5.44,Same As National Rate,64,358,17.88,12.40,10.22,14.99,Worse Than National Rate,0.92,"1,138"
47,677000,20,2231,79512,3257282657,3,Yes,Yes,Yes,Yes,Yes,Yes,814309200.0,4.5,99.7,71.0,94.7,91.9,96.7,91.2,88.5,15.2,13.9,0.0,99.5,1.3,100.0,173,256,67.58,73.25,67.02,78.95,Same As National Rate,3,77,3.90,3.95,2.65,5.94,Same As National Rate,26,158,16.46,14.59,10.31,19.42,Worse Than National Rate,1.00,756
47,677011,5543,2145,78201,8774343153,3,Yes,Yes,Yes,Yes,Yes,Yes,812322000.0,2.0,87.7,69.9,73.8,79.9,73.6,70.1,61.2,14.3,13.4,0.3,92.4,1.2,100.0,245,267,91.76,87.51,83.59,90.25,Better Than National Rate,3,93,3.23,3.99,2.64,5.81,Same As National Rate,6,131,4.58,9.16,5.47,15.25,Same As National Rate,0.86,336
47,677014,5544,2232,78061,8303342058,1,Yes,Yes,No,Yes,No,No,823298400.0,4.5,100.0,96.4,90.3,89.3,100.0,85.2,87.6,13.5,10.5,0.0,100.0,0.0,100.0,79,96,82.29,93.58,83.76,100.47,Better Than National Rate,2,49,4.08,3.80,2.56,5.34,Same As National Rate,2,36,5.56,7.87,4.50,12.31,Same As National Rate,1.02,150
47,677027,5545,632,79556,3252352030,5,Yes,Yes,Yes,Yes,No,No,820879200.0,2.5,99.2,72.6,69.3,64.9,80.4,78.2,72.5,20.9,18.0,1.0,100.0,3.4,100.0,67,83,80.72,83.90,75.57,91.18,Same As National Rate,4,48,8.33,4.26,2.93,6.22,Same As National Rate,7,44,15.91,12.58,7.46,20.01,Same As National Rate,0.93,133
47,677035,5546,2233,78634,5127558005,3,Yes,Yes,Yes,Yes,Yes,Yes,825285600.0,5.0,99.7,91.5,100.0,96.1,100.0,88.9,95.7,14.0,14.4,0.0,92.3,1.7,94.8,538,671,80.18,88.95,85.75,92.09,Better Than National Rate,11,324,3.40,3.75,2.67,5.14,Same As National Rate,44,370,11.89,10.43,8.41,13.39,Same As National Rate,1.05,"1,595"
47,677037,5547,1026,75686,9038566554,3,Yes,Yes,Yes,Yes,Yes,No,818028000.0,2.5,95.9,79.4,79.8,80.0,83.4,78.4,78.4,15.9,14.9,0.5,97.3,1.4,99.5,"1,023","1,393",73.44,74.28,71.97,76.57,Same As National Rate,19,596,3.19,4.16,2.99,5.48,Same As National Rate,112,770,14.55,17.38,14.68,20.54,Worse Than National Rate,1.08,"3,103"
47,677052,5548,2207,78028,8302587400,2,Yes,Yes,Yes,Yes,Yes,Yes,836514000.0,3.5,91.8,71.6,85.4,87.3,90.3,90.5,84.8,13.1,15.4,0.0,94.9,0.7,97.8,825,976,84.53,87.81,85.36,89.88,Better Than National Rate,14,362,3.87,4.17,3.03,5.78,Same As National Rate,50,497,10.06,11.56,9.03,14.82,Same As National Rate,1.04,"1,273"
47,677065,5549,2234,76450,9405494039,3,Yes,Yes,No,Yes,No,Yes,842648400.0,2.0,93.8,45.8,73.0,88.6,53.8,34.1,53.4,17.0,9.8,1.7,62.3,0.0,100.0,48,70,68.57,68.83,58.12,77.84,Same As National Rate,2,24,8.33,4.13,2.71,6.29,Same As National Rate,6,43,13.95,12.91,7.31,20.64,Same As National Rate,0.98,798
47,677078,5550,2235,79322,8068942375,3,Yes,Yes,Yes,Yes,Yes,Yes,852501600.0,4.5,99.6,72.7,100.0,96.9,100.0,83.9,91.3,14.4,11.8,1.0,99.6,3.5,100.0,163,252,64.68,71.28,64.93,77.09,Same As National Rate,2,84,2.38,3.70,2.66,5.31,Same As National Rate,20,146,13.70,12.67,8.97,18.58,Same As National Rate,1.09,646
47,677099,181,1886,76086,8178070224,3,Yes,Yes,Yes,Yes,Yes,Yes,864939600.0,2.5,96.3,56.8,72.2,72.0,79.1,77.2,79.1,13.8,11.5,0.0,95.7,1.4,99.7,183,297,61.62,67.08,61.44,72.54,Worse Than National Rate,3,81,3.70,3.93,2.78,5.55,Same As National Rate,42,274,15.33,14.72,11.30,18.70,Worse Than National Rate,1.08,"1,165"
47,677101,5551,2155,76301,9404320588,3,Yes,Yes,Yes,Yes,Yes,Yes,867272400.0,4.5,99.9,47.6,88.6,87.8,92.8,89.4,91.1,12.6,11.2,0.0,99.7,1.4,100.0,"1,038","1,840",56.41,61.14,59.02,63.57,Worse Than National Rate,10,573,1.75,3.17,2.38,4.13,Same As National Rate,187,"1,244",15.03,13.50,11.63,15.07,Worse Than National Rate,1.08,"9,483"
47,677103,5552,2236,77957,3617827830,5,Yes,Yes,Yes,Yes,Yes,Yes,868050000.0,3.5,96.4,74.5,84.0,83.2,89.2,80.1,81.0,11.5,18.4,1.7,93.2,1.8,99.5,112,175,64.00,71.77,64.54,78.66,Same As National Rate,2,66,3.03,3.75,2.64,5.37,Same As National Rate,23,99,23.23,15.43,11.11,20.33,Worse Than National Rate,1.16,293
47,677109,5550,2167,79423,8067478972,3,Yes,Yes,Yes,Yes,Yes,Yes,871851600.0,4.5,99.3,65.7,100.0,99.0,100.0,84.7,93.4,13.7,12.1,0.3,96.4,0.7,99.4,768,"1,106",69.44,75.54,72.25,78.23,Same As National Rate,8,385,2.08,3.31,2.36,4.57,Same As National Rate,87,644,13.51,12.61,10.39,14.91,Worse Than National Rate,1.13,"2,523"
47,677125,3125,2169,76107,8178828200,3,Yes,Yes,Yes,Yes,Yes,Yes,879458400.0,3.5,97.0,78.5,86.2,88.3,90.1,88.8,84.1,16.1,12.0,0.2,98.4,0.7,99.1,"1,581","2,078",76.08,82.41,80.62,84.36,Better Than National Rate,50,"1,262",3.96,3.93,3.16,4.90,Same As National Rate,110,985,11.17,9.57,8.08,11.33,Same As National Rate,1.00,"2,762"
47,677127,5553,2237,78026,8302818136,3,Yes,Yes,Yes,Yes,Yes,Yes,881359200.0,4.5,99.0,74.2,90.2,92.7,97.1,92.6,90.6,16.7,13.5,0.0,98.7,0.3,100.0,287,407,70.52,78.28,73.62,82.94,Same As National Rate,8,157,5.10,4.04,2.86,5.82,Same As National Rate,34,260,13.08,10.60,8.04,13.55,Same As National Rate,1.02,"1,271"
47,677137,14,2195,77701,4098138109,3,Yes,Yes,Yes,Yes,Yes,Yes,886197600.0,3.0,88.7,46.7,86.2,85.0,85.1,83.5,83.7,12.6,11.2,0.0,99.9,1.3,99.4,620,791,78.38,83.64,80.45,86.47,Better Than National Rate,6,366,1.64,3.19,2.27,4.31,Same As National Rate,49,459,10.68,10.17,8.04,12.79,Same As National Rate,1.05,"1,386"
47,677142,5554,2238,76360,9404952900,7,Yes,Yes,Yes,Yes,Yes,Yes,890258400.0,2.5,100.0,71.2,58.3,66.4,64.4,50.0,52.2,6.7,13.0,1.4,99.3,2.7,100.0,61,94,64.89,68.30,58.55,76.33,Worse Than National Rate,2,32,6.25,4.03,2.73,5.85,Same As National Rate,8,52,15.38,12.72,7.79,19.72,Same As National Rate,0.95,359
47,677144,5555,2221,78852,8307735330,1,Yes,Yes,Yes,Yes,Yes,Yes,891637200.0,3.0,97.6,63.8,78.6,78.4,84.2,78.0,86.0,12.9,20.5,0.5,99.5,2.1,94.7,193,305,63.28,71.39,65.55,76.79,Same As National Rate,2,120,1.67,3.42,2.39,4.95,Same As National Rate,20,184,10.87,9.65,7.19,13.73,Same As National Rate,1.03,"2,065"
47,677153,3125,2239,77802,9797747770,3,Yes,Yes,Yes,Yes,Yes,Yes,901918800.0,4.0,99.1,79.6,87.1,92.4,92.8,89.3,84.3,15.7,12.8,0.3,99.4,0.8,98.9,670,910,73.63,78.15,75.17,80.98,Same As National Rate,11,385,2.86,3.72,2.65,5.31,Same As National Rate,67,477,14.05,13.07,10.68,15.82,Worse Than National Rate,0.98,"1,585"
47,677154,69,2240,78611,5127567511,3,Yes,Yes,Yes,Yes,Yes,Yes,902091600.0,4.5,97.0,86.2,89.2,88.0,94.2,91.8,90.1,9.9,10.8,0.1,99.0,0.8,99.6,803,"1,042",77.06,81.99,79.20,84.59,Better Than National Rate,12,531,2.26,3.46,2.54,4.62,Same As National Rate,63,680,9.26,9.62,7.64,11.77,Same As National Rate,1.16,"1,608"
47,677158,5556,2241,75032,9722781414,3,Yes,Yes,Yes,Yes,Yes,Yes,903560400.0,3.0,99.9,75.1,75.8,80.6,77.0,72.6,77.1,12.5,9.4,0.8,99.4,1.4,98.6,403,688,58.58,62.64,58.64,66.42,Worse Than National Rate,6,123,4.88,4.19,2.93,5.96,Same As National Rate,46,418,11.00,11.70,9.19,14.95,Same As National Rate,1.00,"1,688"
47,677177,5557,2242,76802,3256464900,3,Yes,Yes,Yes,Yes,Yes,Yes,909784800.0,4.0,99.7,60.5,90.5,85.3,96.7,84.6,89.5,16.2,14.4,0.1,99.9,2.0,100.0,419,529,79.21,82.61,79.13,85.86,Better Than National Rate,1,212,0.47,3.29,2.28,4.75,Same As National Rate,29,331,8.76,9.61,7.29,13.04,Same As National Rate,1.10,"1,346"
